time,title,news_url,image,content,description,how_long_ago
2025-08-04 17:17:02.091669,日本旅遊刷卡「選台幣或日圓」？林氏璧曝關鍵：選錯秒噴高手續費,https://www.ettoday.net/news/20250804/3008590.htm,https://cdn2.ettoday.net/images/8338/d8338642.jpg,"
▲不少人到日本旅遊都會刷卡購物。（示意圖／Pexels）
圖文／CTWANT
日本旅遊達人林氏璧近日發文指出，日本唐吉訶德更新刷卡機，可選要用台幣還是日幣結帳，如果選台幣，手續費4.98％，比用日圓結帳多付超過500元，還沒有海外刷卡回饋，提醒大家「去日本刷卡請選用日幣結帳！不要選台幣。」
林氏璧在臉書發文，他在北海道唐吉訶德看到的刷卡機更新，店員問要用台幣還是日幣計算，「新的機型有個好處是，在畫面上會直接告訴你如果選台幣付款的話會用多少匯率計算，還有收多少手續費。這裡顯示的動態貨幣轉換（DCC）手續費是高達4.98%，匯率相當於0.21146。除以1.0498後是0.2014，這大概才是當天的即期匯率。以我這個金額5萬日幣來看，大概多了500台幣左右。」
林氏璧指出，日本唐吉訶德一些外國人多的分店，會宣傳「DCC（動態貨幣轉換，Dynamic currency conversion）」的廣告，寫著「當日匯率即時結算，無須額外外匯手續費。所見即所付」，但收比國際發卡組織更高的手續費，這次他看到4.98%的手續費。
林氏璧指出，如果常去香港或是歐洲國家，刷卡時店員會問「要不要用新台幣結帳」，滿多人會以為台幣划算，或是沒多想就按國旗選台幣，「但仔細研究帳單後才發現匯率貴得離譜。」
",日本唐吉訶德刷卡機更新，提供台幣或日幣結帳選項。旅遊達人林氏璧提醒，選擇台幣付款將被收取高達4.98%的動態貨幣轉換（DCC）手續費。此舉導致消費者需多付約500元台幣，並失去海外刷卡回饋。林氏璧指出，這是常見的匯率陷阱，看似方便卻隱藏高額費用。因此，赴日刷卡時務必選擇日幣結帳，以避免不必要的損失。,6小時前
2025-08-04 17:16:41.993934,超商周一咖啡優惠！7-11、萊爾富買1送1　全家2杯55折起,https://www.ettoday.net/news/20250804/3008593.htm,https://cdn2.ettoday.net/images/8227/d8227538.jpg,"
▲7-11周一限定指定咖啡「兩杯99元」，還有LINE電子票券買1送1。（圖／記者林育綾攝）
記者林育綾／綜合報導
周一來杯咖啡提神，各大超商紛紛推出優惠！全家「周一咖啡日」推出大杯特濃美式、拿鐵和單品美式、拿鐵「兩杯55折起」，等於加10元多一杯。7-11在「LINE禮物」冰精品美式、多項茶飲「買1送1」。萊爾富也有大杯特濃美式與拿鐵、中杯拾利抹茶歐蕾、特大四季春茶、紅玉紅茶等「買1送1」。
★7-ELEVEN
●LINE禮物電子票券
●周一咖啡日
7-11推出新一波「周一咖啡日」優惠，在門市、OPENPOINT APP同步「兩杯99元」，等於最低55折起，包括：
▲全家咖啡兩杯55折起。（圖／業者提供）
★全家
全家在8月4日周一限定，APP隨買跨店取推出指定咖啡「兩杯55折起」，等於加10元就多一杯，每位會員可購買2組（4杯），兌換期限至9月30日。
★萊爾富
萊爾富即日起至8月12日，全台門市「Hi café系列」指定品項，祭出「買1送1」優惠，包含：大杯特濃美式與拿鐵、中杯拾利抹茶歐蕾、特大杯四季春茶與紅玉紅茶，通通同品項買1送1。
▲▼萊爾富「Hi café系列」指定品項買1送1。（圖／業者提供）
另由於中南部連日豪大雨，多處地區傳出淹水災情，萊爾富8月4日至8月10日嘉義以南門市限定推出「樂法鹼性離子水系列買1送1」（330ml、600ml、1480ml），提供最即時的補水支援，為受影響的鄉親們送上一份關懷。數量有限，售完為止。
▼樂法鹼性離子水系列「買1送1」。（圖／業者提供）
","各大超商推出週一咖啡優惠，提供民眾提神選擇。
7-11指定咖啡享兩杯99元，LINE禮物平台也有飲品買一送一。
全家咖啡推出兩杯55折起，相當於加10元多一杯。
萊爾富Hi café系列飲品及多款茶飲皆有買一送一優惠。
此外，萊爾富針對中南部災區，加碼樂法鹼性離子水買一送一支援。",6小時前
2025-08-04 17:16:22.050154,大支領2000萬補助！遭爆有作品「觀看數僅幾百」　最新數字曝光,https://www.ettoday.net/news/20250804/3008587.htm,https://cdn2.ettoday.net/images/8338/d8338136.jpg,"
▲饒舌歌手大支。（圖／翻攝自大支IG）
記者周亭瑋／綜合報導
饒舌歌手大支先前發布全新單曲〈辣的〉，因領有文化部補助，又在歌詞中砲轟國民黨、攻擊五月天，引爆爭議。胸腔科名醫蘇一峰直言，大支4年拿了國家至少2000萬補助，有的作品累積流量卻超慘淡，讓他不禁質疑，「台灣政府的預算是這樣子花的？」
蘇一峰在臉書提到，「爭議多的藝人大支，作曲開嗆國民黨與五月天，被抓到拿了國家超過2000萬的補助，補助出來的幾個作品，網路上有的只有幾百觀看數，這樣亂花人民血汗錢養側翼的政府，要大罷免藍白立委不能監督？」
對此，網友們紛紛回應，「沒天理」、「好誇張...扯到不行」、「歌詞的內容太LOW」、「周杰倫昔怒斥大支為社會敗類、欠教訓」、「我們政府很有錢」、「五月天捐款了，大支呢？」「合法的飯太香了」。
","饒舌歌手大支新單曲歌詞砲轟國民黨與五月天，引發各界爭議。
胸腔科名醫蘇一峰爆料，大支四年來領取文化部補助至少兩千萬元。
蘇醫師質疑部分受補助作品流量慘淡，觀看數僅數百。
此舉引發「浪費人民血汗錢養側翼」的批評聲浪。
事件導致民眾對政府預算運用產生諸多質疑。",6小時前
2025-08-04 17:16:00.704965,台南新百貨官方搶先公布14家餐飲品牌　全台首家魁力屋拉麵進駐,https://travel.ettoday.net/article/3008619.htm,https://cdn2.ettoday.net/images/8338/d8338691.jpg,"
▲魁力屋拉麵。（圖／取自新光三越台南小北門店臉書）
記者黃士原／台北報導
新光三越在台南第3間分店「小北門店」雖然還沒公布開幕時間，但傳出將於8月15日試營運，而官方臉書也陸續公布17個進駐品牌，其中餐飲就占了14個，包括首度登台的魁力屋拉麵、台南首家朵頤牛排、本村韓式炸雞，以及碳佐麻里集團全新品牌─湘碰杯・湘菜餐酒。
▲饗賓餐旅「朵頤」南部首店將進駐新光三越台南小北門。（圖／資料照／饗賓提供）
新光三越台南小北門店自6月底陸續公布進駐品牌，目前已有17個曝光，其中餐飲就占了14個，分別是CAFE IN、PRESERVE、本村韓式炸雞、朵頤牛排、SPORTS NATION、GIDDY、真珠台灣佳味、湘碰杯・湘菜餐酒、Venchi、MOO、一〇八抹茶茶廊、總裁牛肉麵、魁力屋拉麵、山牛將。
▲本村炸雞雞腿（經典洋釀口味）。（圖／記者黃士原攝）
朵頤餐廳是饗賓集團旗下Semi Buffet品牌，只要點用主餐就享有自助吧吃到飽，包含有季節沙拉、開胃涼菜、熱配菜、經典炸物、主廚主食、經典湯品與甜點飲品等類別。發源自韓國釜山、有紐約最好吃炸雞稱號的本村炸雞，以手工刷醬的方式，均勻地將醬汁刷在炸雞上，既能保有酥脆口感，又能品嚐到濃郁的風味。
▲PRESERVE-完美大早餐。（圖／遠東SOGO提供）
PRESERVE由MiaCucina在2023年推出的蔬食新品牌，不使用任何添加物，講究顧客健康吃的質與量，研發出鷹嘴豆丸、手工義大利麵條、沙拉佐醬、漢堡的麵包以及西式點心等餐點。SPORTS NATION是金色三麥旗下運動主題餐廳，擁有全球首座的數位互動自助取酒牆，同時提供多款金色三麥經典菜色。
▲山牛將主打日式燒肉丼飯。（圖／取自新光三越台南小北門店臉書）
來自日本京都知名連鎖拉麵品牌的魁力屋，台灣首店就落腳在台南新光三越小北門店，主打特製熟成醬油來做拉麵，招牌口味有背脂醬油九條蔥拉麵、熟成醬油雞湯拉麵、豚骨醬油拉麵、雞白湯醬油拉麵。山牛將為一家日式燒肉丼飯專門店，以「肉舖型態」的店舖風格展示新鮮原塊牛肉，為了鎖住風味，山牛將採用炭香疊烤技法，讓炭香與肉汁融合。
湘碰杯・湘菜餐酒是碳佐麻里集團推出的全新品牌，將湖南菜結合餐酒。GIDDY則是臺虎精釀與台南傳奇酒吧T.C.R.T.聯手打造的現拉雞尾酒酒場，現拉汲飲式調酒來自T.C.R.T.經典配方的再創演繹，同時提供臺虎精釀炸物小食以及潮流周邊。
● 《ETtoday新聞雲》提醒您：喝酒不開車，開車不喝酒。
新光三越官方公布14個餐飲品牌列表：
▲饗賓集團最新Buffet「URBAN PARADISE」進駐Dream Plaza。（圖／記者黃士原攝）
另外，統一集團新百貨商場「Dream Plaza」已於7月25日開幕，館內眾多品牌中，以全新登場的精品餐酒buffet「URBAN PARADISE」最吸睛，餐廳設計了全新九大餐區，「Ocean Bar」主打各國新鮮海味料理，有握壽司、加州捲、生魚片、松葉蟹腳、紅蟳、花蟹、白蝦等海鮮；「Breeze」提供沙拉、現做手捲及Tapas西班牙下酒菜；「美樂地」這裡主打以佛卡夏餅皮打造的風味PIZZA、法式焗烤及富創意變化的迷你吐司。
▲松葉蟹腳。（圖／記者黃士原攝）
","新光三越台南「小北門店」傳將於8月15日試營運。
該店引進17個品牌，其中多達14個為餐飲業者，備受關注。
首度登台的「魁力屋拉麵」以及台南首家「朵頤牛排」皆將進駐。
另有「本村韓式炸雞」及碳佐麻里集團全新品牌「湘碰杯・湘菜餐酒」等。
此外，統一集團新百貨商場「Dream Plaza」已開幕，主打精品餐酒Buffet「URBAN PARADISE」。",6小時前
2025-08-04 17:15:37.900129,閩南狼「開撕八炯」一票人不上車！網曝原因：又會被笑是笨蛋,https://www.ettoday.net/news/20250804/3008642.htm,https://cdn2.ettoday.net/images/8179/d8179819.jpg,"
記者曾筠淇／綜合報導
反共網紅「閩南狼」陳柏源昨（3）日發布影片，指控昔日戰友八炯走向極端，甚至模仿納粹煽動民意，「如果我繼續沉默，我就是幫凶」。不過影片曝光後，就有不少網友直呼「不要上車」，質疑這可能是社會實驗或什麼新招，並沒有完全相信兩人決裂。
陳柏源3日深夜在YouTube頻道上發布影片，控訴八炯的言行出現變化，包含街頭挑釁衝突、發表極端言論，甚至在私下透露「研究納粹如何操控群眾情緒」、「發明手勢」、「煽動革命」等構想，讓他深感不安。他更貼出幾段對話和事件，直言這些作為都背離反共初衷，走向另個極權。
針對爆料，八炯錄影片回應，從開始反共以來，他就常被藍白陣營甚至中共陣營貼上納粹的標籤，面對這種攻擊，他也不知道怎麼闢謠和自證了。他也說，雖然是朋友私下的玩笑，但後來在其他人的提醒下，知道這連私下開玩笑也不行，因此深刻反省，也深知這樣的說法不妥，要向大家道歉，如果大家覺得他的方式太激進，未來會減少一些線下活動。
▲閩南狼和八炯曾是好戰友。（資料照／記者林敬旻攝）
只不過，有不少網友反而質疑，「建議大家不要上車，真相大白的後面，我們一定又會被笑是笨蛋」、「先置板凳，大家先別上車，可能這又是他跟八炯搞的社會實驗」、「計中計中計之這部片也是大型企劃之一」、「我期待後續，因為我的直覺：『這影片是一個伏筆』，所以大家先冷靜」。PTT上，也有網友表示，這兩人不是第一次演戲，所以勸大家不要上車，以免最後又說是企畫，整人成功。
另外，也有網友表示，「我看到最後怎麼覺得這個是把戰犯八炯切割掉，大罷免的車繼續往前走」、「我看懂了，先隔空互嗆，製造內部分裂的假象，然後在投票日前大和解，相擁而泣把票催出來，看膩了換點新招吧」。還有網友回應，「你們的出發點都是為了台灣好，加油台灣」、「謝謝你，辛苦了！非常感謝，你們為台灣付出的一切努力」。
",反共網紅「閩南狼」陳柏源發布影片，指控昔日戰友八炯言行走向極端並模仿納粹。陳柏源列舉八炯言論改變，包含私下研究納粹操控群眾等，認為其背離反共初衷。八炯對此錄影回應，承認私下玩笑不妥並道歉，表示未來將減少部分線下活動。然而，許多網友對此事件抱持質疑，認為這可能是兩人合作的「社會實驗」或「大型企劃」。社群平台上，不少人呼籲旁觀者「不要上車」，以免再次被設計或操弄。,6小時前
2025-08-04 17:15:12.461900,吃素醫親曝「補過頭」風險　6種營養素過量恐手麻、便秘,https://health.ettoday.net/news/3008641,https://cdn2.ettoday.net/images/1764/d1764585.jpg,"
▲習慣吃素常需補充其他營養素，但要注意勿補過頭。（圖／達志／示意圖）
記者邱俊吉／綜合報導
不少素食者為補足營養會吃多種保健品，但本身也茹素的西園醫院婦產科主治醫師邱筱宸在臉書為文提醒，常吃的6種營養素包括維生素B12、B6、葉酸、鐵、鋅與脂溶性維生素等，一旦補過頭，反可能導致手麻、便秘、貧血，甚至與癌症風險相關，補充方式應更加謹慎。
邱筱宸在臉書粉專「邱筱宸 醫師」寫道，素食飲食確實較不易取得某些營養素，例如維生素B12，故許多人選擇搭配維他命、植物鈣片、鐵劑或功能營養粉等，但若未經專業建議便自行攝取，容易產生重複補充、劑量過高等問題。
以下是素食族常補充卻也容易補過量的6種營養素，民眾要多注意：
●維生素B12：純素者建議補充以避免缺乏，不過有觀察性研究指出，血中濃度異常偏高可能與某些癌症風險有關，這不代表B12會直接致癌，而是血中B12過高恐為未察覺的癌症警訊，但攝取仍應避免過量。
●葉酸：備孕女性需補充，但一般人若攝取多種營養品，恐掩蓋維生素B12缺乏，延誤神經問題處理。
●維生素B6：長期補過量恐引發手腳麻木、神經不適。
●鐵：是素食常見補充營養素，但過量易引發便秘、腹脹與噁心，還可能增加體內氧化壓力，損害肝臟與心臟。
●鋅：適量有益免疫，但若攝取過高，會抑制銅的吸收，導致缺銅。
●脂溶性維生素（A、D、E、K）：與水溶性不同，這類維生素易堆積體內，過量恐造成多種器官負擔。
邱筱宸寫道，補充營養應掌握5原則，一是選擇合格檢驗的產品，避免購買來路不明或標示不清者；二是先確認成分是否重複，以免堆疊劑量；三是注意劑量單位，尤其國外產品易混淆；四是勿自行加量，按建議劑量服用即可；五是若有疑慮，應與醫師討論是否需抽血檢測，依個人情況調整補充方式。
邱筱宸提醒，素食是一種健康選擇，適當補充缺乏的營養素也很重要，但千萬別讓「怕缺乏」變成「補過頭」，剛剛好最理想。
",素食者為補足營養常攝取多種保健品，但醫師提醒若補充過量恐危害健康。西園醫院婦產科醫師邱筱宸指出，維生素B12、B6、葉酸、鐵、鋅及脂溶性維生素是常見易補過頭的營養素。過量攝取可能導致手麻、便秘、貧血等問題，甚至有觀察性研究指出B12濃度異常偏高恐與癌症風險有關。她強調，自行攝取保健品易重複或劑量過高，補充方式應更謹慎。醫師建議補充營養應選擇合格產品、確認成分、注意劑量，並在有疑慮時諮詢醫師，以避免「怕缺乏」反而「補過頭」。,6小時前
2025-08-04 17:14:50.525076,沖繩新樂園炸負評！一票台人愣「寧願國旅」：九族都比它好玩,https://www.ettoday.net/news/20250804/3008639.htm,https://cdn2.ettoday.net/images/8250/8250328.png,"
▲沖繩叢林樂園JUNGLIA。（圖／株式会社ジャパンエンターテイメント提供）
記者鄺郁庭／綜合報導
沖繩「JUNGLIA樂園」主打叢林和大型恐龍主題，被稱作恐龍樂園、侏儸紀樂園，開幕後隨即吸引大量恐龍迷和叢林迷，不過許多人去過後超失望，紛紛給出負評。89.9萬YTR叉雞就貼出影片，「萬眾期待的主題樂園『Junglia沖繩』，結果一開幕就被全網噴爆！？」影片引發熱論。
有網友在PTT的Gossiping板問卦「有JUNGLIA樂園的八卦嗎？」文中轉貼叉雞的影片，「笑死，再說國旅怎麼樣？這樂園根本詐騙樂園，8800日圓門票，還不能退，排一個設施要5小時。」他直呼JUNGLIA有太多講不完的雷，吐槽道「如果是台灣，還不敢這樣搞。日本屎比較香，就吃下去吧！」
貼文引發眾人熱論，「最簡單的方式就是限制入園人數」、「排5～7小時這真的很日本」、「看了一些YTR，感覺蠻坑的，排隊就飽了」、「計算一下設施可容納多少人一次多久，就能大致算出來可開放人數，全放進來排隊就根本只想斂財」、「墾丁屌打」、「九族都比它好玩。」
還有網友表示，「公關買很多，園內幾乎沒有遮蔽物，有冷氣的餐廳還是預約制」、「經營者是大外行，連試營運限制人數都不做。玩經營遊戲也知道人數最好慢慢往上加，現在還沒開始就先把自己招牌砸了」、「主要是玩沉浸式跟劇情，問題玩這個時間就固定，而且人就不能太多，連園區停車場也搞預約制就真的很蠢。」
另外，叉雞的影片下方有不少去體驗的苦主現身，「真的是爛到不行，我7/27早上入場，排隊五小時結果只有玩到一個恐龍越野車，跟一個小火車」、「我前天去的，特別來找影片留言，拜託大家不要去，我幫你們省錢。一張門票快2000台幣，還要買什麼停車券300（元）。再來，園區裡面幾乎沒有遮蔽物，基本上就是沒什麼室內的地方，完全沒冷氣，前天去差點熱死。」
",沖繩新開幕的「JUNGLIA樂園」主打叢林與恐龍主題，開幕後卻引發大量負評。遊客抱怨其門票昂貴，且單一設施排隊時間竟長達五小時，體驗極差。園區缺乏遮蔽物與冷氣，加上停車場和餐廳皆採預約制，管理不善備受批評。知名YouTuber叉雞也發影片點出樂園問題，引發網友熱議。許多實際體驗者現身證實失望，並呼籲大眾勿前往以省荷包。,6小時前
2025-08-04 17:14:29.880330,中南部最快周三轉晴　氣象署今12：00解除「大規模劇烈豪雨作業」,https://www.ettoday.net/news/20250804/3008649.htm,https://cdn2.ettoday.net/images/8338/8338727.jpg,"
▲未來一周降雨趨勢。（圖／氣象署提供）
記者周湘芸／台北報導
今天西南風逐漸減弱，中央氣象署將於中午12時解除「較大規模或較劇烈豪雨作業」。由於環境仍為西南風，苗栗以南還是有大雨或短延時豪雨機率，其他地區午後熱力作用要留意雷陣雨。隨著太平洋高壓逐漸影響，中南部降雨逐日趨緩，預計最快周三轉晴，僅清晨至上午有零星雨。
中央氣象署預報員趙竑指出，今天環境偏向西南風，苗栗以南仍有斷斷續續降雨，但水氣已有減少趨勢，今天上午最多累積雨量在高雄54毫米，由於水氣是由東往西推進，澎湖也有102.5毫米。今天高屏山區仍有豪雨機率，南部其他地區、金門及澎湖也有局部大雨。
趙竑表示，目前琉球南方海面到華南沿海都是對流發展旺盛區域，台灣南邊屬於太平洋高壓勢力範圍，未來預估逐漸增強，由東往西影響台灣，降雨就會趨緩。今天中南部降雨回波已比昨天趨緩，變成時晴時雨，但澎湖仍會有較明顯雨勢，要到明天才會趨緩。
▲6小時降雨趨勢。（圖／氣象署提供）
他指出，今天白天中南部仍有間歇性雨勢，也有大雨或短延時豪雨，其他地區留意午後雷陣雨，大台北、宜花有局部大雨或短延時強降雨。今晚到明天西南風減弱，太平洋高壓逐漸往台灣延伸，降雨愈來愈少，明天清晨僅中南部偶有零星雨。 
他表示，明天中南部及澎湖仍有局部大雨，桃園以北、宜蘭山區午後有局部大雨。周三中南部降雨只有清晨至上午較明顯，其他山區午後有短延時強降雨，大台北降雨可能擴及平地。周四午後降雨就會集中在山區，其他地區晴朗穩定。
溫度方面，趙竑表示，今天西南風影響仍有高溫，北部及宜花約33至35度，其他地區29至32度，大台北沉降作用要留意36度高溫。 
",氣象署宣布將於今日中午解除大規模豪雨作業，因西南風已逐漸減弱。苗栗以南地區今日仍有大雨或短時豪雨機率，其他地區則需留意午後雷陣雨。隨著太平洋高壓逐漸增強，中南部降雨將逐日趨緩，預計最快週三可望轉晴。今日高屏山區仍有豪雨機會，澎湖及中南部間歇雨勢預計明天才會趨緩。氣溫方面，北部及宜花地區高溫約33至35度，大台北地區更需留意可能出現36度高溫。,6小時前
2025-08-04 17:14:08.150589,高鐵連7天加碼大學生返校5折優惠　8/6起開放售票,https://www.ettoday.net/news/20250804/3008669.htm,https://cdn2.ettoday.net/images/8301/d8301745.jpg,"
▲台灣高鐵公司9月3日至9月9日提供南下、北上各2班次「大學生開學返校5折優惠列車」。（圖／記者李姿慧攝）
記者周湘芸／台北報導
因應9月各大專院校開學返校需求，台灣高鐵公司9月3日至9月9日期間，除原有大學生優惠專案可適用的5折、75折或88折的車次外，每日再加碼提供南下、北上各2班次「大學生開學返校5折優惠列車」，將於8月6日凌晨零時起開放購票。
高鐵公司表示，因應大專院校開學返校需求，高鐵提供5折、75折或88折的大學生優惠專案，9月3日至9月9日期間每日將再加碼提供南下、北上各2班次、停靠各站的5折優惠列車，期間總計提供28班次，南下列車分別為上午10時及11時發車，北上列車分別為10時25分及12時25分，將於8月6日凌晨零時起開放購票。
高鐵公司指出，適用「大學生優惠」的各車次車票，除可透過高鐵網路訂票系統預訂外，也可利用「T-EX行動購票」App、高鐵合作的便利商店以及車站售票窗口購票。
高鐵公司也提醒，使用此優惠的大學生，乘車時務必攜帶本人有效的學生證正本，如學生證無當學期註冊章或註冊章無法辨識，需合併出示「在學證明正本」以備查驗。
","高鐵公司因應九月大學生開學需求，將於9月3日至9月9日推出開學返校優惠列車。
期間每日提供南下、北上各2班次、總計28班次的5折優惠。
這些優惠車票將於8月6日凌晨零時起開放購票。
學生可透過網路、T-EX App、便利商店或車站售票窗口預訂。
乘車時務必攜帶本人有效學生證正本，以備查驗。",5小時前
2025-08-04 17:13:47.255055,大雨下不停「頭痛炸裂」？醫揭元凶：氣壓、濕度是關鍵,https://www.ettoday.net/news/20250804/3008487.htm,https://cdn2.ettoday.net/images/8338/d8338506.jpg,"
林軒任醫師昨（2）日在臉書專頁發文表示，最近瘋狂下雨，上週南台灣還出現大面積雷暴現象，讓他感覺自己這週偏頭痛發生的機率比往常還高，嚴重時甚至會有點噁心跟畏光！
林軒任隨即指出，在颱風天來臨前或是雨勢磅礡的時候，大家都會明顯感受到氣壓下降。而根據1項為期7年、涉及7000多名患者的研究發現，24小時內有氣壓下降現象，與隨後2～3天內因頭痛急診就醫的數據增加相關。而另一項1項為期2年、涉及約1800名參與者的義大利大型研究也表明，低氣壓天候的發生，與其後2天內因偏頭痛而進行急診醫療諮詢的數量上升呈現正相關。研究還指出，當氣壓相對於標準氣壓下降6至10百帕時，偏頭痛發作的頻率最為頻繁。
此外，高濕度也是公認的偏頭痛氣象觸發因素，尤其是濕度的快速變化，更可能導致偏頭痛發作。尤其是溫暖潮濕的天氣，已被注意到會擾亂睡眠模式，而睡眠不足是公認的偏頭痛觸發因素之一。相反，極低的濕度或乾燥空氣也可能導致觸發偏頭痛，因為乾燥的環境會使鼻腔黏膜乾燥，從而增加敏感性，並導致脫水，可能導致大腦輕微收縮並對周圍神經施加壓力。
林軒任醫師指出，想在這種陰雨連綿的日子對抗偏頭痛，建議多關注天氣預報與自己的前驅症狀，一旦發現有觸發偏頭痛的可能，可以預先服用藥物。此外，也要記得多喝點水，減輕生活壓力對緩解偏頭痛也有幫助。還有一些研究指出，運動有幫助預防偏頭痛的發生，所以下雨的日子，不妨在家裡做個超慢跑運動。若是偏頭痛已經找上門，也千萬記得要去看醫生。
","林軒任醫師觀察到近期多雨雷暴天氣，導致偏頭痛發作機率明顯升高。
研究指出氣壓下降與偏頭痛急診就醫人數增加有關，尤其氣壓下降6至10百帕時最頻繁。
高濕度、濕度快速變化是已知誘因，極低濕度或乾燥空氣也可能引發偏頭痛。
醫師建議民眾應關注天氣預報與自身前驅症狀，考慮預先服藥，並多喝水、減輕壓力。
此外，適度運動有助預防偏頭痛，若偏頭痛已發作務必尋求醫師診斷與協助。",5小時前
2025-08-04 17:13:26.368864,快訊／9縣市豪大雨特報　大雷雨炸4地,https://www.ettoday.net/news/20250804/3008677.htm,https://cdn2.ettoday.net/images/7218/e7218151.jpg,"
▲中央氣象署發布大雨特報。（示意圖／ETtoday資料照）
記者陳威廷／台北報導
中央氣象署針對9縣市發布豪大雨特報，因西南風影響，易有短延時強降雨，今（4）日高雄市山區及屏東縣山區有局部大雨或豪雨，澎湖、金門、高雄、屏東地區及台南山區有局部大雨發生的機率。11時18分發布大雷雨即時訊息，持續時間至12時45分，期間區域內民眾請慎防劇烈降雨、雷擊、9級以上強陣風，低窪地區慎防淹水，以及低能見度。
豪雨地區
高雄市、屏東縣
大雨地區
台中市、彰化縣、雲林縣、嘉義市、嘉義縣、台南市、澎湖縣
▲氣象署大雨特報地圖。（圖／氣象署提供）
資料來源：氣象署
","中央氣象署針對9縣市發布豪大雨特報。
受西南風影響，部分地區易有短延時強降雨發生。
今日高雄、屏東山區有局部豪雨，金門、澎湖及南部多處有局部大雨機率。
氣象署上午並發布大雷雨即時訊息，持續至中午時段。
提醒民眾慎防劇烈降雨、雷擊、強陣風、低窪淹水及低能見度。",5小時前
2025-08-04 17:13:03.898338,地方創生廊帶從棒球出發！花蓮新城打造「運動 × 觀光 × 社區」新想像,https://www.ettoday.net/news/20250804/3008675.htm,https://cdn2.ettoday.net/images/8338/8338776.jpg,"
▲「2025山海盃就是棒邀請賽」8月2日至3日於新城鄉盛大登場。（圖／花蓮縣政府提供，下同）
生活中心／綜合報導
今年夏天，花蓮熱力開打！在國發會推動的「地方創生廊帶計畫」與花東基金的支持下，8月2日至3日於新城鄉盛大舉行的「2025山海盃就是棒邀請賽」正式登場！這場由花蓮縣政府與國家發展委員會共同指導、花蓮縣體育會主辦的全國級U8、U10社區棒球賽，不僅集結全台U8、U10小小球員，更結合市集、親子活動與街區探索，讓運動不只是比賽，更成為串聯地方人文與觀光的新動能！
身為今年東部創生廊帶的示範區，新城近年透過社區參與、政府支持與青年返鄉的努力，逐步累積創生能量。這次賽事更是希望以棒球為媒介，把這份熱情擴散到整座城市，邀請來自各地的家庭深入社區、走入巷弄，一起感受在地魅力。
自2015年起，地方團隊陸續投入街區改造、老屋活化、社區陪伴與青年創業，如今在國發會廊帶計畫的資源挹注下，這股能量得以被看見、被擴大，在「球不只是比賽，更是一場地方教育與觀光的實驗行動。」的理念下，希望讓參賽家庭與旅客能夠實際走進街區生活。
活動現場除了緊張刺激的球賽，還規劃了封街市集、親子闖關活動，匯集在地小農、手作職人與特色美食，同時結合闖關集章與消費折扣等機制，打造專屬新城的夏日散步地圖。不論是跟著孩子參加親子全壘打、或是在巷弄裡挖掘隱藏版美味，都是絕佳的親子共遊時光。本次活動除了讓孩子們可以進一步培養對運動的熱情與夢想。家長們則能透過親子全壘打、闖關活動、與在地小農店家的交流，重新認識一個平常沒機會深度認識的鄉土風情。
花蓮縣長徐榛蔚表示，花蓮擁有得天獨厚的山海地景與深厚的人文底蘊，透過運動的力量把人與土地、家庭與社區連結一起，未來縣府也將持續以運動策略為主軸，串聯街區、教育、文化與青年創業，打造以人為本的永續生活場域，推動一個青年願意留下、居民樂於參與、旅人持續回訪的幸福花蓮。誠摯邀請大家齊聚花蓮，一起揮出夏日全壘打、逛市集、走進街區，體驗一場汗水交織地方感動的旅程。
",「2025山海盃就是棒邀請賽」將於8月2日至3日在花蓮新城鄉盛大登場。這項全國級U8、U10社區棒球賽，由國發會與花蓮縣政府指導，旨在透過運動推動地方創生。活動結合了刺激的棒球賽事、封街市集、親子闖關及街區探索。賽事期望以棒球為媒介，邀請各地家庭深入社區，體驗在地人文與觀光魅力。花蓮縣府將持續以運動策略，串聯街區、教育與文化，打造宜居永續的幸福花蓮。,5小時前
